prompt,source,category
"Edward the plumber is replacing a pipe in a bathroom wall.  He needs to use 40 feet of copper pipe to complete the job.  For every 5 feet of pipe, Edward must use one tightening bolt, and for every bolt, he uses two washers.  He buys a bag of 20 washers for the job.  After he completes the bathroom job, how many washers will be remaining in the bag?",gsm8k,math
"Habash al-Hasib häbäsh´ äl-häsēb´ [key], d. C.870, Arab mathematician and astronomer. Habash al-Hasib was born in what is now Mary, Turkmenistan, and worked in Baghdad. He calculated tables of sines, tangents, and standard astronomical functions. He found formulas for calculating the positions and orbits of celestial bodies that go beyond the Ptolemaic theory on which they are based.
How did Habash al-Hasib contribute to mathematics and astronomy during his time working in Baghdad?",ultrachat,chat
"Write a catchy pop song with upbeat instrumentals and lyrics that speak to the importance of living with intentionality and purpose, highlighting the positive changes and personal growth that can result from doing so. Consider incorporating personal anecdotes or examples of people who have transformed their lives by embracing intentional living. Can also include a bridge or chorus that emphasizes the message of the song and leaves a lasting impact on listeners.",ultrachat,chat
"Write a detailed and imaginative paragraph about a day spent with someone special, capturing the mood, setting, activities, and emotions of the experience. Use sensory details, vivid language, and compelling imagery to transport the reader into the scene, leaving them feeling as though they, too, have spent a perfect day with a loved one. Consider the tone of the paragraph and the intended emotional impact, whether it be warm and fuzzy, nostalgic, romantic, or something else entirely. Aim to create a memorable and evocative piece of writing that will resonate with your audience, transporting them to a place of joy and love.",ultrachat,chat
"
def count_nums(arr):
    """"""
    Write a function count_nums which takes an array of integers and returns
    the number of elements which has a sum of digits > 0.
    If a number is negative, then its first signed digit will be negative:
    e.g. -123 has signed digits -1, 2, and 3.
    >>> count_nums([]) == 0
    >>> count_nums([-1, 11, -11]) == 1
    >>> count_nums([1, 1, 2]) == 3
    """"""
",humaneval,coding
A pie shop charges $5 for a slice of pie. They cut each whole pie into 4 slices. How much money will the pie shop make if they sell 9 pies?,gsm8k,math
TreShawn's mom needs to order pizza for her son and his two friends. She knows that TreShawn always eats 1/2 a pizza. His friend Michael eats 1/3 of a pizza and his other friend LaMar eats 1/6 of a pizza. How many pizzas does she need to order?,gsm8k,math
"
def exchange(lst1, lst2):
    """"""In this problem, you will implement a function that takes two lists of numbers,
    and determines whether it is possible to perform an exchange of elements
    between them to make lst1 a list of only even numbers.
    There is no limit on the number of exchanged elements between lst1 and lst2.
    If it is possible to exchange elements between the lst1 and lst2 to make
    all the elements of lst1 to be even, return ""YES"".
    Otherwise, return ""NO"".
    For example:
    exchange([1, 2, 3, 4], [1, 2, 3, 4]) => ""YES""
    exchange([1, 2, 3, 4], [1, 5, 3, 4]) => ""NO""
    It is assumed that the input lists will be non-empty.
    """"""
",humaneval,coding
"Given the text: Manuel remembers the moment he realized that his baby girl born with a cleft lip and palate would be okay.
“As soon as we met her surgeon, we knew she was in the best hands possible,” Manuel says.
James Seaward, M.D., plastic and craniofacial surgeon at Children’s Health℠ and Assistant Professor of Pediatric Plastic and Craniofacial Surgery at UT Southwestern, met Manuel and his wife, Belinda, after an ultrasound revealed the cleft lip and palate. Their baby, Wendy, would need surgery to repair it.
“We were very nervous knowing our baby would be so small going into surgery,” Manuel said.
Wendy was born with a complete right-sided cleft lip and submucous cleft palate. She had a complete gap in the upper lip all the way up to and including her nostril. The submucous cleft palate meant that Wendy’s muscles that lift the palate were separated and the palate would not work as efficiently as it should.
When Wendy was 4 months old, Dr. Seaward reconstructed her nostril and muscle of the upper lip and the red and white parts of the lip skin to make her face as symmetrical as possible. The main risks with this surgery include problems with the scar and asymmetry in the face that result in a significant deformity. But the surgery was a success and Wendy recovered quickly.
That dramatic change and its potential to impact a child’s life for the better is what led Dr. Seaward to pursue pediatric plastic surgery.
Dr. Seaward, who performs more than 100 cleft-related procedures each year, says that the big question with any cleft is how it will change over time.
As for now, the 3-year-old, who does not go anywhere without her beloved teddy bear, is thriving and eats everything her parents put in front of her, according to Manuel.
Manuel hopes Wendy continues to be the loving girl she is now, and that she does not let anything stand in her way.
Can you summarize the story of Wendy, a baby girl born with a cleft lip and palate who underwent surgery to repair it?",ultrachat,chat
"
def total_match(lst1, lst2):
    '''
    Write a function that accepts two lists of strings and returns the list that has 
    total number of chars in the all strings of the list less than the other list.

    if the two lists have the same number of chars, return the first list.

    Examples
    total_match([], []) ➞ []
    total_match(['hi', 'admin'], ['hI', 'Hi']) ➞ ['hI', 'Hi']
    total_match(['hi', 'admin'], ['hi', 'hi', 'admin', 'project']) ➞ ['hi', 'admin']
    total_match(['hi', 'admin'], ['hI', 'hi', 'hi']) ➞ ['hI', 'hi', 'hi']
    total_match(['4'], ['1', '2', '3', '4', '5']) ➞ ['4']
    '''
",humaneval,coding
"Can you summarize the recent executive changes at IBM and the roles taken by James J. Kavanaugh and Martin J. Schroeter?: IBM veteran James J. Kavanaugh will take over as CFO.
Kavanaugh replaces Martin J. Schroeter, who's served as CFO since 2014. Schroeter will take on the role as SVP of global markets.
Both role changes went into effect Thursday, according to the filing.
IBM just quietly prompted artificial intelligence veteran James J. Kavanaugh to the role of chief financial officer, according to a form filed with the Securities and Exchange Commission on Thursday.
Kavanaugh, who served as senior vice president of transformation and operations, replaces Martin J. Schroeter, who had served as CFO since 2014. Schroeter will take on the role of senior vice president of global markets.
The change went into effect on Thursday. Both Kavanaugh and Schroeter will lead IBM's upcoming earnings report on January 18, according to the filing.
""It's very common for IBM to make senior executive changes at the start of the year, so this is not out of the ordinary in that sense,"" an IBM spokesperson told Reuters, confirming the move.
Kavanaugh first joined IBM from AT&T in 1996, and has held a number of different executive roles since..
His most recent role focused on ""enabling IBM's transformation to a data driven cognitive enterprise,"" according to his company profile. At IBM, ""cognitive"" refers to the company's work in artificial intelligence and machine learning, including its Jeopardy-winning computer system Watson. IBM sees AI as a key driver of its growth.
News of the transition comes just hours after a report that IBM plans to lay off 30% of the staff in its computer service delivery business, which would affect around 3,090 jobs. IBM has not so far commented on the report.",ultrachat,chat
Write a python function to count number of vowels in the string.,mbpp,coding
Hakeem has always loved artichoke dip and plans to make it this weekend. He has $15 dollars to buy artichokes and can find the rest of the ingredients at home. It takes 3 artichokes to make 5 ounces of dip. How many ounces can he make if artichokes cost $1.25 each?,gsm8k,math
"On February 7, IIT Stuart finished in first place against DePaul University, Northern Illinois University, and UIUC in the Chartered Financial Analyst (CFA) Institute’s annual CFA Research Challenge. The student team — Nan Bai (M.S. Finance '14); Yuming Hou (M.S. Finance '14); Yi Lu (M.S. Finance '14); Ying ""Winny"" Wang (M.S. Finance '14); Yi Zhang (M.S. Finance '14) — will advance to the Americas Regional competition in Denver on March 18 and 19. Regional champions will then vie for the global title on April 25 in Bangkok. View photos from the event. On behalf of Dean Harvey Kahalas and the entire IIT Stuart community, please join us in congratulating the team and all who supported them in the competition on their success so far. A special thanks to Senior Lecturer of Finance Michael Rybak, Prof. John Bilson, and Assistant Dean Ana Rossetti. Best of luck to the team in the Americas regional in Denver, CO, next month! Who were the members of the IIT Stuart student team that competed in the CFA Research Challenge, and who were some of the individuals who supported them in the competition?",ultrachat,chat
"Lillian went out to forage for mushrooms with her handy guidebook. She found 32 mushrooms and used her guidebook to identify which ones were poisonous and which were safe to eat. In the end, she had 9 mushrooms she could safely eat for dinner. Of the rest, she identified twice the amount she ate as poisonous, and a remaining bunch she was uncertain about. How many mushrooms was she uncertain were safe or poisonous?",gsm8k,math
Write a function to substract the elements of the given nested tuples.,mbpp,coding
Write a function to return true if the password is valid.,mbpp,coding
Write a python function to check whether the product of digits of a number at even and odd places is equal or not.,mbpp,coding
Write a function to find the area of a trapezium.,mbpp,coding
"

def sum_to_n(n: int):
    """"""sum_to_n is a function that sums numbers from 1 to n.
    >>> sum_to_n(30)
    465
    >>> sum_to_n(100)
    5050
    >>> sum_to_n(5)
    15
    >>> sum_to_n(10)
    55
    >>> sum_to_n(1)
    1
    """"""
",humaneval,coding
Write a function to find the second smallest number in a list.,mbpp,coding
"Describe the responsibilities and duties of a software data analyst in the development process, including how they use data to inform decision-making, collaborate with developers and stakeholders, and ensure data accuracy and integrity. Provide specific examples of skills and techniques required for success in this role, such as data visualization, statistical analysis, and data mining. Additionally, explain the impact that a skilled software data analyst can have on the success of a software development project, including improved efficiency, faster time to market, and better quality products.",ultrachat,chat
"Today, Ashley went to the construction site. Between what times could they have gone?
We know that:
Ashley woke up at 5am.
James saw Ashley working at the office from 5am to 9am.
Richard saw Ashley buying a phone at the electronics store from 4pm to 7pm.
David saw Ashley playing tennis at the tennis court from 7pm to 8pm.
William saw Ashley watching a movie at the theater from 8pm to 10pm.
The construction site was closed after 10pm.
Between what times could Ashley have gone to the construction site?
Options:
(A) 4pm to 7pm
(B) 5am to 9am
(C) 9am to 4pm
(D) 8pm to 10pm",bbh,reasoning
"Today, Andrew went to the art studio. Between what times could they have gone?
We know that:
Andrew woke up at 8am.
Richard saw Andrew buying a phone at the electronics store from 8am to 10am.
Samantha saw Andrew fixing their computer at the electronic store from 10am to 2pm.
Michael saw Andrew reading at the library from 3pm to 4pm.
Sarah saw Andrew buying lunch at the deli from 4pm to 6pm.
The art studio was closed after 6pm.
Between what times could Andrew have gone to the art studio?
Options:
(A) 8am to 10am
(B) 2pm to 3pm
(C) 4pm to 6pm
(D) 3pm to 4pm",bbh,reasoning
Write a function to check whether the given string is starting with a vowel or not using regex.,mbpp,coding
"Jill and her brother Jack are going apple picking.  Jill's basket can hold twice as much as Jack's basket when both are full.  Jack's basket is full when it has 12 apples, but currently space for 4 more.  How many times could Jack's current number of apples fit into Jill's basket?",gsm8k,math
Write a function to find the length of the shortest string that has both str1 and str2 as subsequences.,mbpp,coding
"Today, Hannah went to the basketball court. Between what times could they have gone?
We know that:
Hannah woke up at 6am.
James saw Hannah playing tennis at the tennis court from 6am to 10am.
Anthony saw Hannah walking in the garden from 10am to 11am.
Jennifer saw Hannah waiting at the train station from 11am to 3pm.
Linda saw Hannah stretching at a yoga studio from 5pm to 8pm.
Kimberly saw Hannah reading at the library from 8pm to 10pm.
The basketball court was closed after 10pm.
Between what times could Hannah have gone to the basketball court?
Options:
(A) 11am to 3pm
(B) 10am to 11am
(C) 8pm to 10pm
(D) 3pm to 5pm",bbh,reasoning
"Today, Sarah went to the bakery. Between what times could they have gone?
We know that:
Sarah woke up at 9am.
John saw Sarah getting a coffee at the cafe from 10am to 12pm.
Thomas saw Sarah buying lunch at the deli from 12pm to 4pm.
Richard saw Sarah driving to the water park from 4pm to 5pm.
The bakery was closed after 5pm.
Between what times could Sarah have gone to the bakery?
Options:
(A) 4pm to 5pm
(B) 12pm to 4pm
(C) 9am to 10am
(D) 10am to 12pm",bbh,reasoning
"Today, Michael went to the clothing store. Between what times could they have gone?
We know that:
Michael woke up at 10am.
Sean saw Michael watching a movie at the theater from 10am to 12pm.
Sarah saw Michael buying a phone at the electronics store from 4pm to 6pm.
Mary saw Michael buying a bike at the bike shop from 6pm to 8pm.
The clothing store was closed after 8pm.
Between what times could Michael have gone to the clothing store?
Options:
(A) 6pm to 8pm
(B) 4pm to 6pm
(C) 10am to 12pm
(D) 12pm to 4pm",bbh,reasoning
"Today, Samantha went to the bakery. Between what times could they have gone?
We know that:
Samantha woke up at 6am.
Sarah saw Samantha walking in the garden from 6am to 11am.
Sean saw Samantha taking photos near the Leaning Tower of Pisa from 12pm to 1pm.
Jason saw Samantha taking photos near the Eiffel Tower from 1pm to 2pm.
Elizabeth saw Samantha walking towards the Statue of Liberty from 2pm to 3pm.
Tiffany saw Samantha buying lunch at the deli from 3pm to 9pm.
The bakery was closed after 9pm.
Between what times could Samantha have gone to the bakery?
Options:
(A) 1pm to 2pm
(B) 11am to 12pm
(C) 3pm to 9pm
(D) 6am to 11am",bbh,reasoning
Write a cover letter for a remote job application.,ultrachat,chat
"

def unique(l: list):
    """"""Return sorted unique elements in a list
    >>> unique([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [0, 2, 3, 5, 9, 123]
    """"""
",humaneval,coding
"Today, William went to the art show. Between what times could they have gone?
We know that:
William woke up at 5am.
Betty saw William attending class at the school from 8am to 1pm.
Linda saw William working at the office from 1pm to 6pm.
Kimberly saw William getting a coffee at the cafe from 6pm to 7pm.
Steven saw William waiting at the train station from 7pm to 9pm.
The art show was closed after 9pm.
Between what times could William have gone to the art show?
Options:
(A) 8am to 1pm
(B) 6pm to 7pm
(C) 5am to 8am
(D) 1pm to 6pm",bbh,reasoning
"There were 28 students inside a bus before stopping at an intersection. After stopping at an intersection, there were 58 students on the bus. What's 40% of the number of students who entered the bus at the intermediate stop?",gsm8k,math
"Today, William went to the coffee shop. Between what times could they have gone?
We know that:
William woke up at 7am.
Lisa saw William sitting on a rooftop from 9am to 11am.
Elizabeth saw William buying a bike at the bike shop from 11am to 1pm.
Richard saw William working at the office from 1pm to 6pm.
Andrew saw William waiting at the train station from 6pm to 10pm.
The coffee shop was closed after 10pm.
Between what times could William have gone to the coffee shop?
Options:
(A) 11am to 1pm
(B) 1pm to 6pm
(C) 6pm to 10pm
(D) 7am to 9am",bbh,reasoning
"Maddie went to a beauty store and bought some beauty products. She bought 3 different makeup palettes which cost $15 each, 4 lipsticks which cost $2.50, and 3 boxes of hair color which cost $4 each. How much did Maddie pay in total?",gsm8k,math
"Andy is running late. School starts at 8:00 AM and it normally takes him 30 minutes to get there, but today he had to stop for 3 minutes each at 4 red lights and wait 10 minutes to get past construction. If he left his house at 7:15, how many minutes late will he be?",gsm8k,math
"Today, Thomas went to the market. Between what times could they have gone?
We know that:
Thomas woke up at 6am.
Andrew saw Thomas sitting on a rooftop from 6am to 7am.
Elizabeth saw Thomas taking photos near the Leaning Tower of Pisa from 9am to 10am.
Samantha saw Thomas waiting at the airport from 10am to 12pm.
Michael saw Thomas buying clothes at the mall from 12pm to 6pm.
Sarah saw Thomas walking towards the Statue of Liberty from 6pm to 7pm.
The market was closed after 7pm.
Between what times could Thomas have gone to the market?
Options:
(A) 12pm to 6pm
(B) 7am to 9am
(C) 6pm to 7pm
(D) 10am to 12pm",bbh,reasoning
"

def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
",humaneval,coding
"Today, David went to the market. Between what times could they have gone?
We know that:
David woke up at 5am.
Sarah saw David reading at the library from 5am to 7am.
John saw David fixing their computer at the electronic store from 7am to 10am.
Tiffany saw David buying a bike at the bike shop from 10am to 12pm.
William saw David buying a phone at the electronics store from 7pm to 10pm.
The market was closed after 10pm.
Between what times could David have gone to the market?
Options:
(A) 12pm to 7pm
(B) 7pm to 10pm
(C) 7am to 10am
(D) 10am to 12pm",bbh,reasoning
"Write a program in Ruby to implement the insertion sort algorithm that arranges the given input of integer values in ascending order and returns the sorted array. Use a method called 'insertion_sort' that takes an array as an input parameter and outputs the sorted array. Make sure to follow best coding practices such as proper variable naming conventions, adding comments, and optimizing the code for efficiency.",ultrachat,chat
"
def check_if_last_char_is_a_letter(txt):
    '''
    Create a function that returns True if the last character
    of a given string is an alphabetical character and is not
    a part of a word, and False otherwise.
    Note: ""word"" is a group of characters separated by space.

    Examples:
    check_if_last_char_is_a_letter(""apple pie"") ➞ False
    check_if_last_char_is_a_letter(""apple pi e"") ➞ True
    check_if_last_char_is_a_letter(""apple pi e "") ➞ False
    check_if_last_char_is_a_letter("""") ➞ False 
    '''
",humaneval,coding
Write a function to check if the given tuples contain the k or not.,mbpp,coding
Maynard's dog dug 8 holes in the lawn.  Maynard filled in 75% of the hole with dirt.  How many holes remain unfilled?,gsm8k,math
Write a python function to find the smallest missing number from the given array.,mbpp,coding
"
def fruit_distribution(s,n):
    """"""
    In this task, you will be given a string that represents a number of apples and oranges 
    that are distributed in a basket of fruit this basket contains 
    apples, oranges, and mango fruits. Given the string that represents the total number of 
    the oranges and apples and an integer that represent the total number of the fruits 
    in the basket return the number of the mango fruits in the basket.
    for examble:
    fruit_distribution(""5 apples and 6 oranges"", 19) ->19 - 5 - 6 = 8
    fruit_distribution(""0 apples and 1 oranges"",3) -> 3 - 0 - 1 = 2
    fruit_distribution(""2 apples and 3 oranges"", 100) -> 100 - 2 - 3 = 95
    fruit_distribution(""100 apples and 1 oranges"",120) -> 120 - 100 - 1 = 19
    """"""
",humaneval,coding
"Today, Sarah went to the soccer field. Between what times could they have gone?
We know that:
Sarah woke up at 5am.
Thomas saw Sarah sitting on a rooftop from 11am to 3pm.
Andrew saw Sarah fixing their computer at the electronic store from 3pm to 5pm.
Emily saw Sarah waiting at the airport from 5pm to 9pm.
The soccer field was closed after 9pm.
Between what times could Sarah have gone to the soccer field?
Options:
(A) 3pm to 5pm
(B) 11am to 3pm
(C) 5am to 11am
(D) 5pm to 9pm",bbh,reasoning
"Write a console application in C# that prompts the user to enter two integers, performs subtraction of the given numbers using bitwise operators, and displays the result on the console. The program should use the '&', '|', and '~' operators to manipulate the bits of the given integers and produce the correct result. The output should include the original numbers, the bitwise operation used, and the resulting difference.",ultrachat,chat
"Here is a piece of text: Last week, Oracle sued IT services providers Terix and Maintech, alleging they have ""engaged in a deliberate scheme to misappropriate and distribute copyrighted, proprietary Oracle software code"" in the course of providing support for customers using Oracle's Solaris OS.
Terix and Maintech officials have ""falsely told unwitting end users they are authorized to access and distribute Solaris Updates to the end users and/or that the end users are entitled to perpetual support on [Solaris], including to receive Solaris Updates, based on their original purchase on the hardware on which the operating system was installed,"" adds Oracle's complaint, filed in U.S. District Court for the Northern District of California.
But Oracle, ""and Sun before it, have long required customers to purchase an annual support agreement to receive that support,"" according to the complaint.
Oracle customers who buy support services receive an identification number that allows them to create a login for Oracle's support site and download updates for systems covered under the agreement, Oracle said.
Terix and Maintech induced a number of customers, including Sony, Comcast and Bank of New York Mellon, to ""improperly obtain unauthorized Solaris Updates, including by using login credentials to Oracle's password-protected support sites after their Oracle support on the relevant servers had expired,"" according to the complaint.
Terix and Maintech convinced customers to cancel their support agreements with Oracle by ""falsely representing"" they could legally provide service and support for less money, it adds.
Oracle is asking for both a preliminary and permanent injunction against the defendants, an order dictating the return of any of Oracle's intellectual property they hold, and punitive damages and restitution.
One of the companies named in Oracle's suit strongly denied the allegations.
""Oracles complaint is without any basis in either law or fact,"" Terix CEO Bernd Appleby said in an emailed statement Thursday.
""Terix fully respects and diligently strives to protect the intellectual property of any third party,"" Appleby added. ""Terix acts only as an authorized agent of the end-users, pursuant to their rights, to facilitate support services. Each end-user referenced in the complaint has valid license, rights, entitlements and credentials provided by Oracle. Each end-user has their unique login credentials which are only used for the sole benefit of that end-user and are never shared.""
Maintech couldn't immediately be reached for comment Thursday.
Oracle's allegations are similar to ones it has made in lawsuits against other Solaris service providers, such as ServiceKey, as well as Rimini Street, which provides third-party support for Oracle and SAP applications.
Like Terix, other third-party providers have maintained they operate within the legal boundaries of customers' license rights.
""Customers who have paid maintenance should always be in the process of downloading all the patches, updates, and fixes they are entitled to before they cancel the contract,"" Wang said via email.
""It's an unfair trade practice to force customers away from third party maintenance options,"" he added. ""This lock-in is monopolistic in general, regardless of the vendor. Customers should make sure they do not bundle any Oracle and Sun contracts to avoid any other issues that continue a lock-in behavior.""

Based on the text material above, generate the response to the following quesion or instruction: How did Terix and Maintech convince customers to cancel their support agreements with Oracle?",ultrachat,chat
"Today, Jennifer went to the swimming pool. Between what times could they have gone?
We know that:
Jennifer woke up at 5am.
Richard saw Jennifer working at the office from 5am to 8am.
Samantha saw Jennifer reading at the library from 12pm to 1pm.
Betty saw Jennifer buying a bike at the bike shop from 1pm to 2pm.
Sarah saw Jennifer buying a phone at the electronics store from 2pm to 9pm.
Thomas saw Jennifer walking towards the Statue of Liberty from 9pm to 10pm.
The swimming pool was closed after 10pm.
Between what times could Jennifer have gone to the swimming pool?
Options:
(A) 8am to 12pm
(B) 9pm to 10pm
(C) 2pm to 9pm
(D) 12pm to 1pm",bbh,reasoning
"Today, Leslie went to the physics classroom. Between what times could they have gone?
We know that:
Leslie woke up at 5am.
Betty saw Leslie walking towards the Statue of Liberty from 5am to 7am.
Mary saw Leslie working out at the gym from 9am to 10am.
Hannah saw Leslie fixing their computer at the electronic store from 10am to 5pm.
Mark saw Leslie attending class at the school from 5pm to 9pm.
The physics classroom was closed after 9pm.
Between what times could Leslie have gone to the physics classroom?
Options:
(A) 5am to 7am
(B) 5pm to 9pm
(C) 7am to 9am
(D) 9am to 10am",bbh,reasoning
"Today, Hannah went to the beach. Between what times could they have gone?
We know that:
Hannah woke up at 5am.
Richard saw Hannah sitting on a rooftop from 5am to 7am.
Ashley saw Hannah getting a coffee at the cafe from 9am to 7pm.
Jennifer saw Hannah taking photos near the Leaning Tower of Pisa from 7pm to 8pm.
The beach was closed after 8pm.
Between what times could Hannah have gone to the beach?
Options:
(A) 7pm to 8pm
(B) 7am to 9am
(C) 9am to 7pm
(D) 5am to 7am",bbh,reasoning
"Today, Tiffany went to the library. Between what times could they have gone?
We know that:
Tiffany woke up at 5am.
Anthony saw Tiffany walking in the garden from 6am to 8am.
Emily saw Tiffany working out at the gym from 8am to 5pm.
Kimberly saw Tiffany working at the office from 5pm to 7pm.
Thomas saw Tiffany playing tennis at the tennis court from 7pm to 8pm.
The library was closed after 8pm.
Between what times could Tiffany have gone to the library?
Options:
(A) 8am to 5pm
(B) 5am to 6am
(C) 7pm to 8pm
(D) 6am to 8am",bbh,reasoning
"
def intersection(interval1, interval2):
    """"""You are given two intervals,
    where each interval is a pair of integers. For example, interval = (start, end) = (1, 2).
    The given intervals are closed which means that the interval (start, end)
    includes both start and end.
    For each given interval, it is assumed that its start is less or equal its end.
    Your task is to determine whether the length of intersection of these two 
    intervals is a prime number.
    Example, the intersection of the intervals (1, 3), (2, 4) is (2, 3)
    which its length is 1, which not a prime number.
    If the length of the intersection is a prime number, return ""YES"",
    otherwise, return ""NO"".
    If the two intervals don't intersect, return ""NO"".


    [input/output] samples:
    intersection((1, 2), (2, 3)) ==> ""NO""
    intersection((-1, 1), (0, 4)) ==> ""NO""
    intersection((-3, -1), (-5, 5)) ==> ""YES""
    """"""
",humaneval,coding
"Write a memoir focusing on the challenges and rewards of living abroad or backpacking through Europe. Include specific details about the culture shock, language barriers, and personal growth you experienced during this time. Use a narrative style to engage the reader and make your story come alive. Be sure to reflect on how this experience impacted your perspective and shaped your identity.",ultrachat,chat
"In Rodrigo's classroom in the morning there are red chairs, yellow chairs, and blue chairs. There are 4 red chairs. There are 2 times as many yellow chairs as red chairs, and there are 2 fewer blue chairs than yellow chairs. In the afternoon, Lisa borrows 3 chairs.  How many chairs are left in Rodrigo's classroom?",gsm8k,math
Write a function to compute maximum product of three numbers of a given array of integers using heap queue algorithm.,mbpp,coding
"Today, Lisa went to the bakery. Between what times could they have gone?
We know that:
Lisa woke up at 5am.
Sean saw Lisa playing tennis at the tennis court from 5am to 10am.
Thomas saw Lisa fixing their computer at the electronic store from 10am to 11am.
William saw Lisa watching a movie at the theater from 3pm to 8pm.
John saw Lisa walking in the garden from 8pm to 10pm.
The bakery was closed after 10pm.
Between what times could Lisa have gone to the bakery?
Options:
(A) 10am to 11am
(B) 5am to 10am
(C) 11am to 3pm
(D) 8pm to 10pm",bbh,reasoning
"Generate a paraphrased version of a review for Gosford golf course.: Gosford, Gosford, NSW - Golf course information and reviews.
Add a course review for Gosford.
Edit/Delete course review for Gosford.",ultrachat,chat
"

def largest_prime_factor(n: int):
    """"""Return the largest prime factor of n. Assume n > 1 and is not a prime.
    >>> largest_prime_factor(13195)
    29
    >>> largest_prime_factor(2048)
    2
    """"""
",humaneval,coding
"Create a comprehensive list of relaxing and enjoyable activities that can be done on a leisurely Sunday, such as reading a good book, taking a leisurely walk in the park, trying out a new recipe, catching up on Netflix shows, indulging in a spa day at home, playing board games, practicing yoga, or hosting a lazy brunch with friends and family. Consider including both indoor and outdoor options, depending on the weather and personal preferences.",ultrachat,chat
"

def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
",humaneval,coding
"
def is_bored(S):
    """"""
    You'll be given a string of words, and your task is to count the number
    of boredoms. A boredom is a sentence that starts with the word ""I"".
    Sentences are delimited by '.', '?' or '!'.
   
    For example:
    >>> is_bored(""Hello world"")
    0
    >>> is_bored(""The sky is blue. The sun is shining. I love this weather"")
    1
    """"""
",humaneval,coding
Macey saves to buy herself a shirt that costs $3. She was able to save $1.50 already. How many weeks does she need to save for the remaining amount if she saves $0.50 per week?,gsm8k,math
"
def get_closest_vowel(word):
    """"""You are given a word. Your task is to find the closest vowel that stands between 
    two consonants from the right side of the word (case sensitive).
    
    Vowels in the beginning and ending doesn't count. Return empty string if you didn't
    find any vowel met the above condition. 

    You may assume that the given string contains English letter only.

    Example:
    get_closest_vowel(""yogurt"") ==> ""u""
    get_closest_vowel(""FULL"") ==> ""U""
    get_closest_vowel(""quick"") ==> """"
    get_closest_vowel(""ab"") ==> """"
    """"""
",humaneval,coding
Write a python function to find the minimum sum of absolute differences of two arrays.,mbpp,coding
"Write a short story about a post-apocalyptic world where the remaining human population is constantly under threat from colossal monsters that roam the earth. Describe the struggles and strategies that humans have developed to survive, as well as the physical and emotional toll that this endless battle takes on them.",ultrachat,chat
"Given the text: What is the largest audience for a livestream ad?
On 14 October 2012, around 8 million people logged onto YouTube to watch Felix Baumgartner make his record-breaking skydive to Earth, the natural conclusion of the seven-year, $20 million Red Bull Stratos project. The livestream event would have been even larger had demand not out-stripped server capabilities.
What is the longest-running ad campaign?
Smokey Bear - it first appeared on a public-service fire-prevention advert on 9 August 1944 with his famous warning: “Only You Can Prevent Forest Fires”. The campaign has continued, with minor variations, to the present day!
What is the oldest existing advertising?
An advertisement for a book seller was found among the rubble preserved at Pompeii, the city that was destroyed and buried by ash in the eruption of Mount Vesuvius in AD 79. Prior to this, inscriptions by Babylonian merchants dating back to 3000 BC can be considered the first “written” advertisements.
What’s the first classified ad?
Thomas Newcomb’s Publick Adviser (London, UK, 19 May - 28 September 1657) was the first newspaper devoted entirely to advertising, aimed at “all persons that are any way connected in matter of buying and selling”.
What’s our global ad $pend?
What’s the fastest time for a video game to gross $1 billion?
Within 16 days of release, Call of Duty: Modern Warfare 3 (Infinity Ward/Seldgehammer Games, 2011) had grossed $1 billion.
What’s the longest-running game series?
Spanning 32 years 3 months, between its first and most recent releases, Flight Simulator is the longest-running series of them all. Originally released by developer subLOGIC in October 1979 for the Apple II, the game was subsequently acquired by Microsoft and distributed for PCs as Flight Simulator 1.00 in 1982.
Which country has the most internet users per capita?
Iceland has the highest percentage of individuals using the internet.
When did the most numbers of tweets per second take place?
As midnight struck on New Year’s Eve 2012, the number of tweets per second from Japan and South Korea hit 33,388. The phenomenon may be partly explained by the Japanese custom of sending New Year’s cards, or nengajo.
What’s the most expensive internet domain name?
The name insure.com was sold in October 2009 to internet marketing firm QuinStreet for $16 million.
When were internet cookies invented?
Http cookies were invented by Lou Montulli while working for Netscape in 1994. Their first use on the internet was on Netscape’s own website, checking if users were first-time visitors or had used the website previously.
The masks worn by the “hacktivists” of Anonymous depict Guy Fawkes - a member of the Gunpowder Plot to blow up the British parliament in 1605. The mask was designed by artist David Lloyd for the graphic novel ‘V for Vendetta’.
What was the audience size for Felix Baumgartner's skydive livestream on YouTube?",ultrachat,chat
